State;City;Tel. area code;Street;Postal Code
Wielkopolskie;Kostrzyn;61;ul. Malwowa;62-025
Wielkopolskie;Kostrzyn;61;ul. Okrężna;62-025
Wielkopolskie;Pleszew;62;ul. Bramkowa;63-300
Wielkopolskie;Pleszew;62;ul. Warneńczyka;63-300
Wielkopolskie;Pleszew;62;ul. Wiśniowa;63-300
Wielkopolskie;Pleszew;62;ul. Tuwima;63-300
Wielkopolskie;Pleszew;62;ul. Błotna;63-300
Wielkopolskie;Pleszew;62;ul. Stanisława Augusta Poniatowskiego;63-300
Wielkopolskie;Pleszew;62;ul. Kaliska;63-300
Wielkopolskie;Pleszew;62;ul. Bolesława Krzywoustego;63-300
Wielkopolskie;Pleszew;62;ul. Włodzimierza Jacorzyńskiego;63-300
Wielkopolskie;Pobiedziska;61;ul. Malinowa;62-010
Wielkopolskie;Pobiedziska;61;ul. Tysiąclecia;62-010
Wielkopolskie;Pobiedziska;61;ul. Odrzańska;62-010
Wielkopolskie;Pobiedziska;61;ul. Bolesława Chrobrego;62-010
Wielkopolskie;Pobiedziska;61;ul. Władysława Jagiełły;62-010
Wielkopolskie;Poniec;65;ul. Drożdżyńskiego;64-125
Wielkopolskie;Poniec;65;ul. Świerkowa;64-125
Wielkopolskie;Poniec;65;ul. Cypriana Kamila Norwida;64-125
Wielkopolskie;Poniec;65;ul. Dworcowa;64-125
Wielkopolskie;Poniec;65;ul. Wolności;64-125
Wielkopolskie;Pyzdry;63;ul. 11 Listopada;62-310
Wielkopolskie;Pyzdry;63;ul. Konopnickiej;62-310
Wielkopolskie;Rydzyna;65;ul. plac Zamkowy;64-130
Wielkopolskie;Witkowo;61;ul. Piastowska;62-230
Wielkopolskie;Witkowo;61;ul. Piękna;62-230
Wielkopolskie;Witkowo;61;ul. Akacjowa;62-230
Wielkopolskie;Witkowo;61;ul. Komisji Edukacji Narodowej;62-230
Wielkopolskie;Witkowo;61;ul. Adama Mickiewicza;62-230
Wielkopolskie;Witkowo;61;ul. Dworcowa;62-230
Wielkopolskie;Wolsztyn;68;ul. Józefa Wybickiego;64-200
Wielkopolskie;Wolsztyn;68;ul. Łąkowa;64-200
Wielkopolskie;Wolsztyn;68;ul. Przemysłowa;64-200
Wielkopolskie;Wolsztyn;68;ul. Osiedlowa;64-200
Wielkopolskie;Wronki;67;ul. Spokojna;64-510
Wielkopolskie;Wronki;67;ul. Sosnowa;64-510
Wielkopolskie;Wronki;67;ul. Brzoskwiniowa;64-510
Zachodniopomorskie;Cedynia;91;ul. Krótka;74-520
Zachodniopomorskie;Cedynia;91;ul. Fryderyka Chopina;74-520
Zachodniopomorskie;Cedynia;91;ul. Księdza Skorupki;74-520
Zachodniopomorskie;Cedynia;91;ul. Kolonia;74-520
Zachodniopomorskie;Choszczno;95;ul. Ogrodowa;73-200
Zachodniopomorskie;Czaplinek;94;ul. Kaszubska;78-550
Zachodniopomorskie;Czaplinek;94;ul. Mazurska;78-550
Zachodniopomorskie;Czaplinek;94;ul. Pławieńska;78-550
Zachodniopomorskie;Dobra;18;ul. Dobra;34-642
Zachodniopomorskie;Dobra;18;ul. Przyjemna;34-642
Zachodniopomorskie;Dobra;18;ul. Jaśminowa;34-642
Zachodniopomorskie;Dobrzany;91;ul. Parkowa;73-130
Zachodniopomorskie;Dobrzany;91;ul. Armii Czerwonej;73-130
Zachodniopomorskie;Dobrzany;91;ul. Dworcowa;73-130
Zachodniopomorskie;Dobrzany;91;ul. Wiosny Ludów;73-130
Zachodniopomorskie;Koszalin;94;ul. Bogusława II;75-001
Zachodniopomorskie;Koszalin;94;ul. Grottgera;75-001
Zachodniopomorskie;Koszalin;94;ul. Sudecka;75-001
Zachodniopomorskie;Koszalin;94;ul. Tradycji;75-001
Zachodniopomorskie;Koszalin;94;ul. Kupiecka;75-001
Zachodniopomorskie;Koszalin;94;ul. Macierzy;75-001
Zachodniopomorskie;Koszalin;94;ul. Na Jamno;75-001
Zachodniopomorskie;Koszalin;94;ul. Okrężna;75-001
Zachodniopomorskie;Koszalin;94;ul. Tytusa Chałubińskiego;75-001
Zachodniopomorskie;Koszalin;94;ul. Rynek Staromiejski;75-001
Zachodniopomorskie;Koszalin;94;ul. Ulica Bławatków;75-001
Zachodniopomorskie;Koszalin;94;ul. Władysława Turowskiego;75-001
Zachodniopomorskie;Koszalin;94;ul. Kołłątaja;75-001
Zachodniopomorskie;Koszalin;94;ul. Podlaska;75-001
Zachodniopomorskie;Koszalin;94;ul. Słupska;75-001
Zachodniopomorskie;Koszalin;94;ul. Szkolna;75-001
Zachodniopomorskie;Koszalin;94;ul. Ulica Radogoszczańska;75-001
Zachodniopomorskie;Koszalin;94;ul. Krańcowa;75-001
Zachodniopomorskie;Koszalin;94;ul. Zdobywców Wału Pomorskiego;75-001
Zachodniopomorskie;Koszalin;94;ul. Adama Asnyka;75-001
Zachodniopomorskie;Koszalin;94;ul. Grecka;75-001
Zachodniopomorskie;Koszalin;94;ul. Modrzejewskiej;75-001
Zachodniopomorskie;Koszalin;94;ul. Pionierów;75-001
Zachodniopomorskie;Koszalin;94;ul. Róż;75-001
Zachodniopomorskie;Koszalin;94;ul. Jantarowa;75-001
Zachodniopomorskie;Koszalin;94;ul. Mazowiecka;75-001
Zachodniopomorskie;Koszalin;94;ul. Ogrodowa;75-001
Zachodniopomorskie;Koszalin;94;ul. Bartosza Głowackiego;75-001
Zachodniopomorskie;Koszalin;94;ul. Generała Józefa Sowińskiego;75-001
Zachodniopomorskie;Koszalin;94;ul. Lawendy;75-001
Zachodniopomorskie;Koszalin;94;ul. Walerego Wróblewskiego;75-001
Zachodniopomorskie;Nowogard;91;ul. Jana Kasprowicza;72-200
Zachodniopomorskie;Nowogard;91;ul. Bohaterów Warszawy;72-200
Zachodniopomorskie;Nowogard;91;ul. Stefana Grota-Roweckiego;72-200
Zachodniopomorskie;Nowogard;91;ul. Henryka Sienkiewicza;72-200
Zachodniopomorskie;Nowogard;91;ul. Romualda Traugutta;72-200
Zachodniopomorskie;Szczecin;91;ul. Boguchwały;70-001
Zachodniopomorskie;Szczecin;91;ul. Harcerzy;70-001
Zachodniopomorskie;Szczecin;91;ul. Janka Muzykanta;70-001
Zachodniopomorskie;Szczecin;91;ul. Kąpieliskowa;70-001
Zachodniopomorskie;Szczecin;91;ul. Limby;70-001
Zachodniopomorskie;Szczecin;91;ul. Lwowska;70-001
Zachodniopomorskie;Szczecin;91;ul. Narewska;70-001
Zachodniopomorskie;Szczecin;91;ul. Obłoków;70-001
Zachodniopomorskie;Szczecin;91;ul. Pod Urwiskiem;70-001
Zachodniopomorskie;Szczecin;91;ul. rondo Sybiraków;70-001
Zachodniopomorskie;Szczecin;91;ul. Rybnicka;70-001
Zachodniopomorskie;Szczecin;91;ul. Srebrna;70-001
Zachodniopomorskie;Szczecin;91;ul. Zabużańska;70-001
Zachodniopomorskie;Szczecin;91;ul. Zakopiańska;70-001
Zachodniopomorskie;Szczecin;91;ul. Zielna;70-001
Zachodniopomorskie;Szczecin;91;ul. aleja Wyzwolenia;70-001
Zachodniopomorskie;Szczecin;91;ul. Beztroska;70-001
Zachodniopomorskie;Szczecin;91;ul. Boczna;70-001
Zachodniopomorskie;Szczecin;91;ul. Grodzka;70-001
Zachodniopomorskie;Szczecin;91;ul. Jabłoniowa;70-001
Zachodniopomorskie;Szczecin;91;ul. Kręta;70-001
Zachodniopomorskie;Szczecin;91;ul. plac Cypriana Kamila Norwida;70-001
Zachodniopomorskie;Szczecin;91;ul. Rokitniańska;70-001
Zachodniopomorskie;Szczecin;91;ul. Stefana Jaracza;70-001
Zachodniopomorskie;Szczecin;91;ul. Tadeusza Boya-Żeleńskiego;70-001
Zachodniopomorskie;Szczecin;91;ul. Witolda Starkiewicza;70-001
Zachodniopomorskie;Szczecin;91;ul. Zapomniana;70-001
Zachodniopomorskie;Wolin;91;ul. Księżnej Zofii;72-510
Zachodniopomorskie;Wolin;91;ul. Zamkowa;72-510
Zachodniopomorskie;Wolin;91;ul. Kościelna;72-510
Zachodniopomorskie;Wolin;91;ul. Wojska Polskiego;72-510
